title,article,etc,time,current_time,like,comment,district
명륜동에서 주차 정기권 가능한 곳 없나요?,성대근처 자취중인데 주차불가능이라서요ㅜㅡ,"명륜1가
·
생활/편의
·
5일 전",5일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
1",종로구
7080  클럽 콘서트 ,여러분의 많은 성원 바람니다,"낙원동
·
취미
·
5일 전",5일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
홍대 대학로 캠퍼스 옆에 애슐리 있는거,최근에야 알았네요…생긴지 얼마 안된건가요? 생긴줄 알았으면 진작에 갔을텐데,"동숭동
·
맛집
·
5일 전",5일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
2",종로구
교통사고한의원 추천해주세요!,교통사고한의원 추천해주세요 이틀전에 사고났는데 사고 당시에는 안아프더니 오늘 일어나니 목이 아파서 한의원 가려고해요. 잘하는 한의원 추천해주세요!,"숭인제2동
·
병원/약국
·
5일 전",5일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
4",종로구
"인터뷰 해주실 분 구합니다. 1시간이내, 사례금 3만원",이번 주 일요일 전화로 인터뷰 질문 답해주실 50대 이상이신 분 구하고 있습니다 질문 20개 정도이지만 매우 간단한 질문들이라 2~3문장씩 답해주시면 됩니다. 대학교 과제로 제출될 예정이라 목소리가 녹음됩니다 사례금은 3만원 입니다 부탁드립니다 :),"인의동
·
교육
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
4",종로구
테니스 메이트 구해요~,"혜화역 거주중이고 인근 탑테니스, 어반테니스 어디든 갈 수 있습니다. 나이대 상관 없으니 편하게 채팅 주세요 2-4명이서 주1-2회 수업 받으려고 합니다.","연건동
·
운동
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
2",종로구
"종각역,시청역 근처 독감 예방주사",저렴한게 맞을만할병원 있음 추천 부탁드려요!!,"서린동
·
병원/약국
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
오전에 배드민턴 운동해요^^,"여러분~ 종로에서 교통도 편리하고 주차장 완비에 오전 운동하기 좋은 곳이 있어요~ 경찰, 소방공무원, 개인택시 하시는 분들 서울 도심에서 운동하기 쉽지 않은데 퇴근길에 들러 땀 흘리고 행복 충전하실 기회가 마련되어 있답니다... 거기가 바로 종로구민회관 구오클럽이지요~ 꾸준히 운동하고픈 분들 많이들 놀러 오세요~ ^0^","종로1.2.3.4가동
·
생활/편의
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
6",종로구
이쁜 머리 하고 싶으신 분 연락주세요 👐🏻,"안녕하세요 서경대 미용과 3학년 재학중인 학생입니다 교수님 지도하에 모델작업을 진행합니다 관심있으신 분들은 연락주세요! 날짜 : 11/27 수 (3시) 12/4 수 (3시) 장소 : 서경대학교 유담관 시간 : 오후 3시 10분부터 6시 사이 커트 염색 다운펌 매직 가능합니다! 매직, 염색과 펌은 소정의 약제비용 만원만 받습니다 긴머리 매직 혹은 긴머리 전체염색시 2만원입니당 탈색은 시간상 불가능합니다 😂 커트 2cm필수","숭인제2동
·
미용
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
1","댓글 수
0",종로구
블로그 체험단 같이 다닐분!,"종로에 주로 있고요. 여기동네분들이랑도 알고지내면 좋겠다 싶어서요. 대신 블로그 운영하고 체험단 같이 다닐분이면 좋겠어요 . 서로 하나씩 돌아가며 밥집 술집 카페 교류하면 좋고요~ 나이는 크게 보지 않고 기본 매너있고 깔끔한분이면 됩니다! 저도 여자고 여자분이면 좋겠어요. 종로에서 주로 다니고, 서로 시간이 되고 끌리는거 있으면 서울 다른지역도 이동 가능해요.","공평동
·
동네친구
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
2","댓글 수
1",종로구
혹시 혜화역 근처 비지니스 미팅룸같은곳 있나요?,3~4인정도 거래처 미팅할만한 장소를 찾는 중인데 테이블이 일반 까페처럼 작지는 않았으면 해서요 스터디룸은 회의하기에 좋지는 않은 것 같은데 비정기적으로 한두시간 쓰기에 마땅한 공간이 안보이네요.,"명륜2가
·
생활/편의
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
3",종로구
정화냉삼,생긴지 한달도 안되었지만 정말 고기 좋고 밑반찬 맛있고 후회 안하십니다.. 단체모임하기도 좋아요~~^^,"명륜2가
·
맛집
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
린나이 보일러 온도가 올라가지 않고 방안이 추워요. 지금 와서 도와주신 분 계신가요?,린나이 보일러 온도가 올라가지 않고 방안이 너무 추워요. 지금 도와주신 분 부탁드립니다.,"숭인동
·
생활/편의
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
2",종로구
종로구 전체 행사,자랑해봅니다. 예술로 종로를 하나로,"평창동
·
일반
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
1","댓글 수
0",종로구
알파플라이3 가품입니다,알파플라이3 가품 사지마세요,"혜화동
·
동네사건사고
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
1","댓글 수
0",종로구
이번 달 동네 활동가가 되었어요! 🥕,"축하해주세요! --- 지난 한 달간, 이웃들과 좋은 정보와 일상을 나눈 날개달린천사님이 동네활동가로 선정됐어요! 따뜻한 응원과 박수 부탁드려요. from. 동네생활팀","종로1.2.3.4가동
·
일반
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
2","댓글 수
0",종로구
다들 프로필 찍을때 스튜디오 어케 찾아요??,찾기 너무 힘듬…,"종로1.2.3.4가동
·
생활/편의
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
"전통 국악 공연 - 사랑, 아니 모를레라에 초대합니다. ","안녕하세요, 우리나라의 전통 국악을 감상할 수 있는 사랑, 아니 모를레라에 초대합니다. 조선시대의 기생이었던 송이, 그리고 선비 박준한의 사랑이야기를 한 어린 목소리와 거문고로 담아내었으며, 국가무형문화재 이수자들의 수준 높은 실력을 감상하실 수 있는 공연입니다. -공연 일시 : 2024.11.26(화) 19:30 -공연 장소 : 서울돈화문국악당 -공연 시간 : 약 70분 -관람료 : 전석 무료 -상세 안내 : https://sdtt.or.kr/user/program/2024/11/1534 모든 좌석은 무료로 제공되며, 별도의 신청은 불필요하오니 시간이 되신다면, 부디 편히 방문하셔서 즐겨주시기 바랍니다. 많은 관심 부탁드립니다. 감사합니다 :) #국악 #공연 #초대","청운효자동
·
취미
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
신축 건설 현장이 이래도. 되나요 ,신설동 로터리 신축 현장 입니다 일주일째 건축자재를 인도에. 쌓아놓고 작업 하네요 인도에 차도 불법주차하고 120에 민원 넣었더니 종로구청 긴축과로 이첩 했다는 문자 하나가 전부 입니다 다음날 다시 120 에 전화걸어 물었더니 다시한번. 건축과에 이첩 하겠다고. 하네요 이럴거면 120이 왜. 있나요. 민원을 넣어도 변함없는. 건축 현장. 대단 합니다 민원을 받고도. 아무소리 없는 종로구청 건축과도 대단 하고요 정 구청장님. 뭐라 말씀좀 해보시죠 민주당 국회의원 사무실에 민원을 넣어도. 변함이 없네요,"숭인제2동
·
생활/편의
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
2","댓글 수
16",종로구
다들 프로필 사진 어디서 찍어?,증명사진 여기서 찍으면 됨~ 개꿀팁 https://slashpage.com/toucheesepage,"종로1가
·
취미
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
오리소리가 너무 힘드네요.. ,cu상명구기점 위쪽에서 오리소리? 가 언젠가부터 들리는데 ㅠㅠ 낮에도 ㅠ 새벽에도 ㅠㅠ 오리를 누가 키우시는건가.....,"구기동
·
고민/사연
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
3","댓글 수
1",종로구
올해 부쉬드노엘 파는 곳,재작년까진 많았는데 올해는 별로 없네요ㅠㅠ 12월 6일에 픽업가능한 부쉬드노엘 파는 베이커리 있을까요? 이 동네 아니어도 서울이면 좋겠어요,"동숭동
·
맛집
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
블로그체험단 하는중인데,같이 체험단 다니실분 여자분이면 좋을것같아요 저도여자! 블로그는 안하셔도되는데 평일에 시간 자유로우신분 계실까요? 종로구에서 항상 혼자 맛집 다녀요 🥹 맛있는거 많이 먹게 해드릴게요🥰 https://m.blog.naver.com/gourmet824 블로그하시면 서이추 부탁드려요😊,"익선동
·
맛집
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
4","댓글 수
5",종로구
듀엘몰 유도 사기 조심 하시길 바랍니다.,"당근 거래시 카톡 유도해서 듀엘몰 (사기치려고 만든 사이트) 유도하여 사기 치려는 사람 조심하셔요. 구글에서는 일반 사이트처럼 꾸며놓고 정보도 없어 괜찮은 사이트처럼 보이지만, 네이버에 듀엘몰 사기만 쳐도 현재 사기당하는 사람들이 있는 듯 합니다. 느낌 쎄해서 검색하는 와중에 사기꾼 검색할 틈도 안주려하면서 계속 사장님 사장님 이러네요 ㅋㅋㅋㅋ","혜화동
·
동네사건사고
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
2","댓글 수
0",종로구
나이키 드라이핏 폼 팬츠 종아리 통이 너무 커요 수선이 될까요,종아리 통만 수선이 가능할까요? 수선은 되는거죠..? 과격한 운동에는 안찢어질까요..?,"청운효자동
·
고민/사연
·
6일 전",6일 전,2024-11-28 00:35:39,"좋아요 수
0","댓글 수
0",종로구
향수체험이벤트 ,향수체험이벤트 제 친구중에 레오네라는 향수오일 브랜드를 성수 오프라인으로 여는데 열기전에 이벤트겸 후기를 위해서 체험할수있게 해준다고 하네요! 감정과 무드를 분석하고 그 감정에 어울리는 향을 추천해준대용 체험 후에는 향수오일을 만들어서 보내드리고 있다고해요~ 비용은 따로 안들구요~! 대신에 체험 후 솔직한 리뷰만 부탁드리고 있습니다! 관심있는분들은 댓 달아주세용!,"을지로3가
·
생활/편의
·
35분 전",35분 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
장갑한쪽을 잃어버렸어요,신당삼성아파트에서 장갑 보신분있으실까요? 한쪽을 잃어버렸어요 ㅠㅠ#장갑#장갑분실,"동화동
·
분실/실종
·
약 2시간 전",약 2시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
강아지옷 수선집 있나요?,강아지 옷 수선할수 있는 수선집 있나요? 아신다면 알려주세요. 가격이 어느정도 되는지도요..,"황학동
·
반려동물
·
약 2시간 전",약 2시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
1",중구
오늘 11시 20분 왕십리 CGV에서 같이 위키드 보실분..,혹시 있으신가요...,"신당제5동
·
취미
·
약 3시간 전",약 3시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
1",중구
누수탐지업체 추천 부탁드립니다.,"천정 누수를 오늘 알게 되었는데, 관리사무소에선 (아직 소장님은 오시지 않았지만) 누수탐지업체는 관련자들이 알아서 찾아야 한다네요. 청구이편한 아파트이고 누수탐지업체 잘 하는 곳 추천 부탁 드립니다. 허허허 실링팬까지 고장 나기 전에 원인을 찾아야 할 것 같아 마음이 급하네요!","신당동
·
이사/시공
·
약 3시간 전",약 3시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
2",중구
혹시 이 모헤어 실 아시는 분?ㅠ,예전에 산 실인데 저 남색-보라색-하늘색 그라데이션 모헤어 실이 뭔지를 안 찍어놨더라구요ㅠㅠㅠ 호옥시 어떤건지 아시는 분 계실까요?,"필동
·
취미
·
약 3시간 전",약 3시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
향수 샘플 필요한사람,친구가 원데이 준비중인데 후기 필요해서 향수샘플 무료로 주는 이벤트 한대요. 필요한사람 댓글주세요~,"을지로7가
·
취미
·
약 4시간 전",약 4시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
2",중구
충무로,심심해애 간단하게 놀 사람~~,"장충동2가
·
동네친구
·
약 4시간 전",약 4시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
엔타워 주변이 예쁘네요,눈이 너무 무거워서 나뭇가지들이 많이 부러졌다는… 미끄러운 도로 조심하세요~,"신당동
·
동네풍경
·
약 4시간 전",약 4시간 전,2024-11-28 00:35:59,"좋아요 수
1","댓글 수
0",중구
아무나 눈 싸움할 분 ,약수 버티고개 성곽길 눈 싸움하실 분 계세요?,"약수동
·
동네친구
·
약 4시간 전",약 4시간 전,2024-11-28 00:35:59,"좋아요 수
3","댓글 수
12",중구
이사 도와주실분 사례합니다.. 충정로>서대문역!,안녕하세요 오늘 이사를 하는데 짐이 많은건 아닌데 혼자 이동할수가없어서 차로 짐만 실어주실분 부탁드립니다..! 짐은 다 제가 옮깁니다!! 차만 태워주시면 됩니다..ㅜㅜ 3만원 사례합니다,"중림동
·
생활/편의
·
약 4시간 전",약 4시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
단기 임대 단기 방 구합니다.,단기 임대 단기 방 구합니다. 여자고요. 깔끔하게 쓸 수 있고 깔끔한 방을 원합니다 한두 달 정도 쓸 겁니다. 연락 주세요,"중림동
·
주거/부동산
·
약 5시간 전",약 5시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
의류 스팀 1시간,내일 의류 스팀 1시간 단기로 가능하신분 계실까요?~ 1-2시 만원 청계천로 10가길 26 2층 크렘므스튜디오예요!,"흥인동
·
고민/사연
·
약 6시간 전",약 6시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
지금 소방차 백소정 앞에 줄지어 선거 왜그러는거에요?,불났나요? 뭐죠....,"황학동
·
동네사건사고
·
약 6시간 전",약 6시간 전,2024-11-28 00:35:59,"좋아요 수
2","댓글 수
1",중구
을지로 사무실 같이 쓰실분 계실까요,온라인쇼핑몰 프리랜서 디자이너이신분들 나이대가 20-30대여서 비슷한 나이대분들과 함께 하면 좋을 것 같아요! #사무실,"오장동
·
일반
·
약 6시간 전",약 6시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
구조냥 임보처 구해요,남산타운아파트 단지 내 스포츠 썬더 앞에서 아픈냥이 구조해서 병원에 입원 시켰어요 구조냥이 임보처 구해요.. 7개월 정도 남아 중성화 않됨,"을지로6가
·
반려동물
·
약 7시간 전",약 7시간 전,2024-11-28 00:35:59,"좋아요 수
1","댓글 수
0",중구
초등 저학년 주말풋살 함께 하실분 ,"초등학생 2,3,4학년 풋살모임 같이 하실 분 연락주세요 축구를 넘 좋아하는 조카를 위해 찾고 있어요 날이 추워지니 밖에서 하긴 넘 어려울 거 같아서 근처 풋살장을 예약해서 함께 하면 좋을 거 같아요 황학동 롯데캐슬 근처에 살고 있어여 이 근처 어디든 좋습니다 😃","황학동
·
운동
·
약 7시간 전",약 7시간 전,2024-11-28 00:35:59,"좋아요 수
0","댓글 수
0",중구
